SysNo,ProvinceSysNo,CitySysNo,ProvinceName,CityName,DistrictName,
1312,29,146,安徽省,芜湖市,镜湖区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1312,29,146,'安徽省','芜湖市','镜湖区');"
1315,29,146,安徽省,芜湖市,鸠江区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1315,29,146,'安徽省','芜湖市','鸠江区');"
1316,29,146,安徽省,芜湖市,芜湖县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1316,29,146,'安徽省','芜湖市','芜湖县');"
1317,29,146,安徽省,芜湖市,繁昌县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1317,29,146,'安徽省','芜湖市','繁昌县');"
1318,29,146,安徽省,芜湖市,南陵县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1318,29,146,'安徽省','芜湖市','南陵县');"
1319,29,147,安徽省,蚌埠市,龙子湖区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1319,29,147,'安徽省','蚌埠市','龙子湖区');"
1326,29,148,安徽省,淮南市,大通区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1326,29,148,'安徽省','淮南市','大通区');"
1327,29,148,安徽省,淮南市,田家庵区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1327,29,148,'安徽省','淮南市','田家庵区');"
1333,29,149,安徽省,马鞍山市,花山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1333,29,149,'安徽省','马鞍山市','花山区');"
1334,29,149,安徽省,马鞍山市,雨山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1334,29,149,'安徽省','马鞍山市','雨山区');"
1340,29,151,安徽省,铜陵市,铜官山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1340,29,151,'安徽省','铜陵市','铜官山区');"
1355,29,153,安徽省,黄山市,屯溪区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1355,29,153,'安徽省','黄山市','屯溪区');"
1356,29,153,安徽省,黄山市,黄山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1356,29,153,'安徽省','黄山市','黄山区');"
1362,29,154,安徽省,滁州市,琅琊区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1362,29,154,'安徽省','滁州市','琅琊区');"
1378,29,156,安徽省,宿州市,埇桥区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1378,29,156,'安徽省','宿州市','埇桥区');"
1388,29,158,安徽省,六安市,金安区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1388,29,158,'安徽省','六安市','金安区');"
1389,29,158,安徽省,六安市,裕安区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1389,29,158,'安徽省','六安市','裕安区');"
1395,29,159,安徽省,亳州市,谯城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1395,29,159,'安徽省','亳州市','谯城区');"
1396,29,159,安徽省,亳州市,涡阳县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1396,29,159,'安徽省','亳州市','涡阳县');"
1397,29,159,安徽省,亳州市,蒙城县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1397,29,159,'安徽省','亳州市','蒙城县');"
1398,29,159,安徽省,亳州市,利辛县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1398,29,159,'安徽省','亳州市','利辛县');"
1403,29,161,安徽省,宣城市,宣州区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1403,29,161,'安徽省','宣城市','宣州区');"
1410,30,162,福建省,福州市,鼓楼区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1410,30,162,'福建省','福州市','鼓楼区');"
1411,30,162,福建省,福州市,台江区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1411,30,162,'福建省','福州市','台江区');"
1412,30,162,福建省,福州市,仓山区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1412,30,162,'福建省','福州市','仓山区');"
1413,30,162,福建省,福州市,马尾区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1413,30,162,'福建省','福州市','马尾区');"
1414,30,162,福建省,福州市,晋安区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1414,30,162,'福建省','福州市','晋安区');"
1415,30,162,福建省,福州市,闽侯县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1415,30,162,'福建省','福州市','闽侯县');"
1416,30,162,福建省,福州市,连江县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1416,30,162,'福建省','福州市','连江县');"
1417,30,162,福建省,福州市,罗源县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1417,30,162,'福建省','福州市','罗源县');"
1418,30,162,福建省,福州市,闽清县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1418,30,162,'福建省','福州市','闽清县');"
1419,30,162,福建省,福州市,永泰县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1419,30,162,'福建省','福州市','永泰县');"
1420,30,162,福建省,福州市,平潭县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1420,30,162,'福建省','福州市','平潭县');"
1421,30,162,福建省,福州市,福清市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1421,30,162,'福建省','福州市','福清市');"
1422,30,162,福建省,福州市,长乐市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1422,30,162,'福建省','福州市','长乐市');"
1423,30,163,福建省,厦门市,思明区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1423,30,163,'福建省','厦门市','思明区');"
1424,30,163,福建省,厦门市,海沧区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1424,30,163,'福建省','厦门市','海沧区');"
1425,30,163,福建省,厦门市,湖里区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1425,30,163,'福建省','厦门市','湖里区');"
1426,30,163,福建省,厦门市,集美区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1426,30,163,'福建省','厦门市','集美区');"
1427,30,163,福建省,厦门市,同安区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1427,30,163,'福建省','厦门市','同安区');"
1428,30,163,福建省,厦门市,翔安区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1428,30,163,'福建省','厦门市','翔安区');"
1429,30,164,福建省,莆田市,城厢区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1429,30,164,'福建省','莆田市','城厢区');"
1430,30,164,福建省,莆田市,涵江区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1430,30,164,'福建省','莆田市','涵江区');"
1431,30,164,福建省,莆田市,荔城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1431,30,164,'福建省','莆田市','荔城区');"
1432,30,164,福建省,莆田市,秀屿区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1432,30,164,'福建省','莆田市','秀屿区');"
1433,30,164,福建省,莆田市,仙游县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1433,30,164,'福建省','莆田市','仙游县');"
1434,30,165,福建省,三明市,梅列区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1434,30,165,'福建省','三明市','梅列区');"
1435,30,165,福建省,三明市,三元区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1435,30,165,'福建省','三明市','三元区');"
1436,30,165,福建省,三明市,明溪县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1436,30,165,'福建省','三明市','明溪县');"
1437,30,165,福建省,三明市,清流县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1437,30,165,'福建省','三明市','清流县');"
1438,30,165,福建省,三明市,宁化县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1438,30,165,'福建省','三明市','宁化县');"
1439,30,165,福建省,三明市,大田县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1439,30,165,'福建省','三明市','大田县');"
1440,30,165,福建省,三明市,尤溪县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1440,30,165,'福建省','三明市','尤溪县');"
1441,30,165,福建省,三明市,沙县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1441,30,165,'福建省','三明市','沙县');"
1442,30,165,福建省,三明市,将乐县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1442,30,165,'福建省','三明市','将乐县');"
1443,30,165,福建省,三明市,泰宁县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1443,30,165,'福建省','三明市','泰宁县');"
1444,30,165,福建省,三明市,建宁县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1444,30,165,'福建省','三明市','建宁县');"
1445,30,165,福建省,三明市,永安市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1445,30,165,'福建省','三明市','永安市');"
1446,30,166,福建省,泉州市,鲤城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1446,30,166,'福建省','泉州市','鲤城区');"
1447,30,166,福建省,泉州市,丰泽区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1447,30,166,'福建省','泉州市','丰泽区');"
1448,30,166,福建省,泉州市,洛江区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1448,30,166,'福建省','泉州市','洛江区');"
1449,30,166,福建省,泉州市,泉港区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1449,30,166,'福建省','泉州市','泉港区');"
1450,30,166,福建省,泉州市,惠安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1450,30,166,'福建省','泉州市','惠安县');"
1451,30,166,福建省,泉州市,安溪县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1451,30,166,'福建省','泉州市','安溪县');"
1452,30,166,福建省,泉州市,永春县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1452,30,166,'福建省','泉州市','永春县');"
1453,30,166,福建省,泉州市,德化县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1453,30,166,'福建省','泉州市','德化县');"
1454,30,166,福建省,泉州市,金门县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1454,30,166,'福建省','泉州市','金门县');"
1455,30,166,福建省,泉州市,石狮市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1455,30,166,'福建省','泉州市','石狮市');"
1456,30,166,福建省,泉州市,晋江市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1456,30,166,'福建省','泉州市','晋江市');"
1457,30,166,福建省,泉州市,南安市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1457,30,166,'福建省','泉州市','南安市');"
1458,30,167,福建省,漳州市,芗城区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1458,30,167,'福建省','漳州市','芗城区');"
1459,30,167,福建省,漳州市,龙文区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1459,30,167,'福建省','漳州市','龙文区');"
1460,30,167,福建省,漳州市,云霄县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1460,30,167,'福建省','漳州市','云霄县');"
1461,30,167,福建省,漳州市,漳浦县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1461,30,167,'福建省','漳州市','漳浦县');"
1462,30,167,福建省,漳州市,诏安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1462,30,167,'福建省','漳州市','诏安县');"
1463,30,167,福建省,漳州市,长泰县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1463,30,167,'福建省','漳州市','长泰县');"
1464,30,167,福建省,漳州市,东山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1464,30,167,'福建省','漳州市','东山县');"
1465,30,167,福建省,漳州市,南靖县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1465,30,167,'福建省','漳州市','南靖县');"
1466,30,167,福建省,漳州市,平和县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1466,30,167,'福建省','漳州市','平和县');"
1467,30,167,福建省,漳州市,华安县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1467,30,167,'福建省','漳州市','华安县');"
1468,30,167,福建省,漳州市,龙海市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1468,30,167,'福建省','漳州市','龙海市');"
1469,30,168,福建省,南平市,延平区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1469,30,168,'福建省','南平市','延平区');"
1470,30,168,福建省,南平市,顺昌县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1470,30,168,'福建省','南平市','顺昌县');"
1471,30,168,福建省,南平市,浦城县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1471,30,168,'福建省','南平市','浦城县');"
1472,30,168,福建省,南平市,光泽县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1472,30,168,'福建省','南平市','光泽县');"
1473,30,168,福建省,南平市,松溪县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1473,30,168,'福建省','南平市','松溪县');"
1474,30,168,福建省,南平市,政和县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (1474,30,168,'福建省','南平市','政和县');"
